0.6490,2.0934
-1.4518,1.2041
-1.0195,1.9415
-0.1273,3.1471
-0.2144,3.4447
-2.8156,3.2416
-0.8249,3.7746
-1.4761,3.3761
-2.0589,2.3969
0.7813,2.7299
2.8340,2.7989
-0.9716,1.9070
-0.8367,1.8474
-0.6707,2.2647
-3.2803,1.0720
-0.1482,3.0487
0.4227,3.0873
-1.0132,0.8574
-3.1942,1.9954
-2.0407,1.5158
-2.3988,1.8359
-1.7593,2.8541
-0.6488,2.3834
-1.4958,2.5530
-0.2415,2.7420
-0.8095,3.1467
-2.1749,3.7523
-0.5310,2.5029
-0.1446,2.0161
-0.0133,1.5360
-0.0920,2.5673
-0.8493,1.0254
-2.3307,0.7370
0.4698,1.9972
-1.7003,3.0455
-1.3556,3.2257
0.0962,2.4351
-1.1584,2.3770
-0.5764,1.9118
0.8785,1.8432
-1.6325,1.7527
-1.5304,3.2966
-2.0684,2.2807
-1.3598,2.1708
